appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
499120,Dark Parables: The Red Riding Hood Sisters Collector's Edition,2016-08-09,1,Blue Tea Games,Big Fish Games,windows,0,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,2,0,0,0-20000,6.99
503050,Heroes from the Past: Joan of Arc,2016-07-21,1,Green Sauce Games,Big Fish Games,windows,0,Single-player,Casual,Casual;Match 3,0,3,0,0,0,0-20000,4.99
503060,The Agency of Anomalies: Mystic Hospital Collector's Edition,2016-07-18,1,Orneon Limited,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,6,0,0,0,0-20000,6.99
503070,Off the Record: The Italian Affair Collector's Edition,2016-08-04,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,7,1,0,0,0-20000,6.99
503080,Echoes of the Past: Kingdom of Despair Collector's Edition,2016-07-21,1,Orneon Limited,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,6.99
503090,Fairy Maids,2016-07-19,1,Spark Plug Games,Big Fish Games,windows,0,Single-player;Steam Trading Cards,Casual,Casual,0,1,3,0,0,0-20000,4.99
507140,Tesla's Tower: The Wardenclyffe Mystery,2016-07-29,1,Persha Studio Developement,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,4,1,0,0,0-20000,4.99
514700,Mystery Case Files®: 13th Skull™ Collector's Edition,2016-08-18,1,Big Fish Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,15,3,0,0,0-20000,6.99
514720,Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition,2016-12-02,1,ERS Game Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,1,0,0,0-20000,6.99
514730,Hidden Expedition: Dawn of Prosperity Collector's Edition,2016-09-07,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
514740,Final Cut: Death on the Silver Screen Collector's Edition,2016-08-25,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
514750,Nightmare Adventures: The Witch's Prison,2016-08-29,1,Ghost Ship Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual,0,6,0,0,0,0-20000,5.19
514760,Spirits of Mystery: Amber Maiden Collector's Edition,2016-08-19,1,ERS Games Studio,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
514770,Grave Mania: Pandemic Pandemonium,2016-08-30,1,Anino Games,Big Fish Games,windows,0,Single-player,Casual,Casual,0,4,0,0,0,0-20000,4.99
524600,Dark Parables: Curse of Briar Rose Collector's Edition,2016-09-09,1,Blue Tea Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,22,4,0,0,0-20000,6.99
527890,Shop-n-Spree: Shopping Paradise,2016-09-12,1,ViquaSoft,Big Fish Games,windows,0,Single-player,Casual;Simulation,Casual;Simulation,0,3,1,0,0,0-20000,4.99
527900,Grim Tales: The Bride Collector's Edition,2016-09-14,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,6,3,0,0,0-20000,6.99
527910,Nevertales: Shattered Image Collector's Edition,2016-09-16,1,Mad Head Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,1,0,0,0-20000,6.99
527920,Farm Tribe 2,2016-09-22,1,CrioGames,Big Fish Games,windows,0,Single-player,Casual;Simulation,Casual;Simulation,0,8,1,0,0,0-20000,4.99
527930,Spa Mania 2,2016-09-28,1,Blue Lizard,Big Fish Games,windows,0,Single-player,Casual;Simulation,Casual;Simulation,0,1,2,0,0,0-20000,4.99
527940,Mystery Trackers: The Void Collector's Edition,2016-10-12,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,0,0,0,0-20000,6.99
533030,Haunted Hotel,2016-10-21,1,Special Bit,Big Fish Games,windows,0,Single-player,Casual,Casual;Hidden Object,0,0,4,0,0,0-20000,4.99
533040,Dark Parables: The Thief and the Tinderbox Collector's Edition,2016-09-22,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player;Steam Trading Cards,Adventure;Casual,Casual;Adventure;Hidden Object,0,3,1,0,0,0-20000,6.99
533060,PuppetShow™: Mystery of Joyville,2016-10-14,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,1,0,0,0-20000,4.99
533070,League of Light: Dark Omens Collector's Edition,2016-10-07,1,Mariaglorum,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,0,0,0,0-20000,6.99
533080,Phantasmat: Crucible Peak Collector's Edition,2016-10-19,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,2,0,0,0-20000,6.99
533090,Haunted Legends: The Queen of Spades Collector's Edition,2016-10-06,1,ERS G-Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,2,0,0,0-20000,6.99
545640,Shiver: Poltergeist Collector's Edition,2016-10-28,1,Artogon,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,1,0,0,0-20000,6.99
549190,Fetch™,2017-01-24,1,Big Fish Studios,Big Fish Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,Casual;Adventure;Point & Click,50,16,1,0,0,0-20000,4.99
551150,Labyrinths of the World: Shattered Soul Collector's Edition,2017-01-27,1,Domini Games,Big Fish Games,windows,0,Single-player;Steam Achievements,Adventure;Casual,Adventure;Casual;Hidden Object,26,4,0,0,0,0-20000,6.99
551160,Spirit of Revenge: Cursed Castle Collector's Edition,2016-11-02,1,Vendel Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
551360,Myths of the World: Chinese Healer Collector's Edition,2016-11-07,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
551380,Danse Macabre: The Last Adagio Collector's Edition,2016-11-09,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,4,0,0,0,0-20000,6.99
552670,Rite of Passage: The Perfect Show Collector's Edition,2016-11-11,1,Mad Head Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,0,2,0,0,0-20000,6.99
554560,Amaranthine Voyage: The Tree of Life Collector's Edition,2016-11-14,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
555520,Riddles of Fate: Wild Hunt Collector's Edition,2016-11-16,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,4,0,0,0,0-20000,6.99
555820,Grim Facade: Mystery of Venice Collector’s Edition,2016-11-18,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,3,0,0,0-20000,6.99
557720,Love Chronicles: The Spell Collector's Edition,2017-01-25,1,Vendel Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,4,0,0,0,0-20000,6.99
558670,The Agency of Anomalies: Cinderstone Orphanage Collector's Edition,2016-11-21,1,Orneon,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,0,0,0,0-20000,6.99
561680,Santa's Christmas Solitaire,2016-12-05,1,The Revills Games,Big Fish Games,windows,0,Single-player,Casual;Strategy,Strategy;Casual;Card Game,0,11,0,0,0,0-20000,4.99
564090,Fierce Tales: The Dog's Heart Collector's Edition,2016-12-07,1,Blam! Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
564450,Whispered Secrets: The Story of Tideville Collector's Edition,2016-12-09,1,Grandma Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
565140,Chimeras: Tune of Revenge Collector's Edition,2016-12-14,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
565600,Christmas Stories: Nutcracker Collector's Edition,2016-12-16,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,9,4,0,0,0-20000,6.99
567240,Drawn™: Trail of Shadows Collector's Edition,2017-02-14,1,Big Fish Studios,Big Fish Games,windows,0,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual,0,10,3,0,0,0-20000,6.99
568160,Mayan Prophecies: Ship of Spirits Collector's Edition,2017-01-06,1,EleFun Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,0,0,0,0-20000,6.99
569140,Paranormal Pursuit: The Gifted One Collector's Edition,2017-01-10,1,Alawar Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,0,0,0,0-20000,6.99
569150,Dark Cases: The Blood Ruby Collector's Edition,2017-01-11,1,Boolat Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,0,0,0,0-20000,6.99
569270,Sable Maze: Sullivan River Collector's Edition,2017-01-20,1,Daily Magic Productions,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
578320,Dark Parables: Jack and the Sky Kingdom Collector's Edition,2017-01-13,1,Blue Tea Games,Big Fish Games,windows,0,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,0,0,0,0-20000,6.99
578360,Dark Dimensions: City of Fog Collector's Edition,2017-01-18,1,Daily Magic Productions,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,1,0,0,0-20000,6.99
580010,Mystery Case Files: The Black Veil Collector's Edition,2017-03-23,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,8,2,0,0,0-20000,6.99
580480,European Mystery: Scent of Desire Collector’s Edition,2017-01-30,1,Blam! Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
585290,Lifeline,2017-03-16,1,3 Minute Games,Big Fish Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Turn Notifications,Adventure;Indie;Strategy,Interactive Fiction;Adventure;Indie,15,75,34,0,0,0-20000,2.79
586680,Awakening: The Golden Age Collector's Edition,2017-02-01,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,4,0,0,0-20000,6.99
586690,Dead Reckoning: Silvermoon Isle Collector's Edition,2017-02-03,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,4,0,0,0,0-20000,6.99
586700,Otherworld: Omens of Summer Collector's Edition,2017-02-06,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Nudity;Adventure;Casual,Adventure;Casual;Nudity,0,2,1,0,0,0-20000,6.99
586710,Witches' Legacy: Slumbering Darkness Collector's Edition,2017-02-08,1,EleFun Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
586740,Spirits of Mystery: Song of the Phoenix Collector's Edition,2017-02-16,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
591470,Dark Realm: Queen of Flames Collector's Edition,2017-02-21,1,Mad Head Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
591580,Mystery Tales: The Lost Hope Collector's Edition,2017-02-22,1,Domini Games,Big Fish Games,windows,0,Single-player;Steam Achievements,Adventure;Casual,Casual;Adventure;Hidden Object,18,3,2,0,0,0-20000,6.99
596270,Tales of Terror: Crimson Dawn,2017-03-01,1,Deep Shadows Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,0,1,0,0,0-20000,4.99
596400,Azada: Elementa Collector's Edition,2017-03-03,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,1,0,0,0,0-20000,6.99
597280,Witch Hunters: Stolen Beauty Collector's Edition,2017-03-06,1,Top Evidence Studio,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,1,0,0,0,0-20000,6.99
600170,Off The Record: The Art of Deception Collector's Edition,2017-03-10,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
604340,Web of Deceit: Black Widow Collector's Edition,2017-03-13,1,Blam! Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,2,0,0,0,0-20000,6.99
605790,Queen's Tales: The Beast and the Nightingale Collector's Edition,2017-03-15,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
610110,Love Story: Letters from the Past,2017-03-29,1,Media Art,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,1,0,0,0,0-20000,5.19
610550,Hidden Expedition: The Pearl of Discord Collector's Edition,2017-04-08,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
614380,Haunted Manor: Lord of Mirrors Collector's Edition,2017-04-03,1,Top Evidence Studio,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
614650,Midnight Calling: Anabel Collector's Edition,2017-04-06,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
622150,Bridge to Another World: Burnt Dreams Collector's Edition,2017-04-10,1,4 Friends Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
622200,Cursery: The Crooked Man and the Crooked Cat Collector's Edition,2017-04-12,1,Blue Tea Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,6,0,0,0,0-20000,7.19
622550,Final Cut: Encore Collector's Edition,2017-04-14,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
622620,Nightmare Adventures: The Turning Thorn,2017-04-17,1,Ghost Ship Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual,0,3,0,0,0,0-20000,5.19
623360,Grim Tales: The Legacy Collector's Edition,2017-04-19,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,2,4,0,0,0-20000,7.19
623460,Haunted Legends: The Bronze Horseman Collector's Edition,2017-04-21,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
623470,League of Light: Wicked Harvest Collector's Edition,2017-04-24,1,Mariaglorum,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
626840,Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,2017-04-28,1,ERS G studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
629080,Beyond: Light Advent Collector's Edition,2017-05-05,1,Mad Head Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,0,0,0,0-20000,7.19
629100,"Cadenza: Music, Betrayal and Death Collector's Edition",2017-05-03,1,Mad Head Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,0,0,0,0-20000,7.19
629110,Dark Parables: Ballad of Rapunzel Collector's Edition,2017-05-01,1,Blue Tea Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,11,0,0,0,0-20000,7.19
631240,Haunted Train: Spirits of Charon Collector's Edition,2017-05-10,1,Deep Shadows Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,0,2,0,0,0-20000,7.19
631250,Double Clue: Solitaire Stories,2017-05-03,1,Playtinum,Big Fish Games,windows,0,Single-player,Casual,Casual,0,1,2,0,0,0-20000,5.19
631260,PuppetShow™: Souls of the Innocent Collector's Edition,2017-05-17,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
631270,Haunted Hotel II: Believe the Lies,2017-05-19,1,Special Bit,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,5.19
635520,Phantasmat: The Endless Night Collector's Edition,2017-05-15,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,1,0,0,0-20000,7.19
638240,Calavera: Day of the Dead Collector's Edition,2017-05-24,1,Taba Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,0,3,0,0,0-20000,7.19
638260,Myths of the World: Stolen Spring Collector's Edition,2017-05-31,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
647080,Haunted Halls: Green Hills Sanitarium Collector's Edition,2017-07-12,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,4,0,0,0,0-20000,7.19
647090,Maestro: Music of Death Collector's Edition,2017-06-07,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
647890,The Agency of Anomalies: The Last Performance Collector's Edition,2017-06-12,1,Orneon,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
647900,Riddles of Fate: Into Oblivion Collector's Edition,2017-06-14,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
647910,Amaranthine Voyage: The Living Mountain Collector's Edition,2017-06-16,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
647930,Danse Macabre: Crimson Cabaret Collector's Edition,2017-07-10,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
678410,Chimeras: The Signs of Prophecy Collector's Edition,2017-07-21,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
678430,Mayan Prophecies: Cursed Island Collector's Edition,2017-07-26,1,EleFun Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
678440,Dark Parables: Queen of Sands Collector's Edition,2017-07-28,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,0,0,0,0-20000,7.19
695940,Love Chronicles: The Sword and the Rose,2017-09-01,1,Vendel Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,1,0,0,0-20000,5.19
695950,European Mystery: The Face of Envy Collector's Edition,2017-09-05,1,Blam! Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
